Id,DatasetID,IndividualID,OriginalID,OriginalTraitName,OriginalTraitDef,StandardisedTraitName,StandardisedTraitDef,OriginalTraitValue,OriginalTraitUnit,OriginalErrorPos,OriginalErrorNeg,OriginalErrorUnit,StandardisedTraitValue,StandardisedTraitUnit,Replicates,Habitat,LabField,AmbientTemp,AmbientTempMethod,AmbientTempUnit,SecondStressor,SecondStressorDef,SecondStressorValue,SecondStressorUnit,TimeStart,TimeEnd,TotalObsTimeValue,TotalObsTimeUnit,TotalObsTimeNotes,Location,LocationType,LocationDate,LocationDatePrecision,CoordinateType,Latitude,Longitude,Interactor1,Interactor1Common,Interactor1Wholepart,Interactor1Number,Interactor1Kingdom,Interactor1Phylum,Interactor1Class,Interactor1Order,Interactor1Family,Interactor1Genus,Interactor1Species,Interactor1Stage,Interactor1Sex,Interactor1Temp,Interactor1TempUnit,Interactor1TempMethod,Interactor1GrowthTemp,Interactor1GrowthTempUnit,Interactor1GrowthDur,Interactor1GrowthdDurUnit,Interactor1GrowthType,Interactor1Acc,Interactor1AccTemp,Interactor1AccTime,Interactor1AccTimeUnit,Interactor1OrigTempNotes,Interactor1OrigTime,Interactor1OrigTimeUnit,Interactor1Size,Interactor1SizeUnit,Interactor1SizeType,Interactor1SizeSI,Interactor1SizeUnitSI,Interactor1DenValue,Interactor1DenUnit,Interactor2Common,Interactor2Kingdom,Interactor2Phylum,Interactor2Class,Interactor2Order,Interactor2Family,Interactor2Genus,Interactor2Species,Interactor2Stage,Interactor2Temp,Interactor2TempUnit,Interactor2GrowthTemp,Interactor2GrowthTempUnit,FigureTable,Citation,DOI,CuratedByCitation,CuratedByDOI,SubmittedBy,ContributorEmail,Notes,DefaultChartXaxis,DefaultChartCategory,EmbargoReleaseDate,cluster_id,version
87001,367,,LC61,heat knockdown time,mean duration individuals can tolerate heat exposure before movement ceases as a function of adult temperature,,,9.57,minutes,0.76,0.85,se,,,,terrestrial,laboratory,,,,,,,,,,,,,Research Institute of the Israeli Ministry of Agriculture,colony,,0,decimal,31.992904,34.817208,Tribolium castaneum,red flour beetle,,,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Tribolium,castaneum,adult,,26.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,figure 3A,Scharf et 2014. Disentangling the consequences of growth temperature and adult acclimation temperature on starvation and thermal tolerance in the Red flour beetle. Evol Biol 42: 54-62.,10.1007/s11692-014-9298-z,,,Lauren Chapman,phuxly@gmail.com,,Interactor1Temp,LocationText,01/01/2014,-1,v1
87003,368,,LC61,heat knockdown time,mean duration individuals can tolerate heat exposure before movement ceases as a function of sex and growth temperature,,,10.07,minutes,0.76,0.81,se,,,,terrestrial,laboratory,,,,temp range: see notes for details,,,,,,,,,Research Institute of the Israeli Ministry of Agriculture,colony,,0,decimal,31.992904,34.817208,Tribolium castaneum,red flour beetle,,,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Tribolium,castaneum,adult,,43.5,Celsius,,26.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,figure 3B,Scharf et 2014. Disentangling the consequences of growth temperature and adult acclimation temperature on starvation and thermal tolerance in the Red flour beetle. Evol Biol 42: 54-62.,10.1007/s11692-014-9298-z,,,Lauren Chapman,phuxly@gmail.com,secondstressor: temperature range was 43 to 45 degrees Celsius,Unplottable,,01/01/2014,-1,v1
87009,369,,PHX51,fecundity,mean lifetime offspring as a function of size and adult and growth temperature,,,21.0555556,offspring individual-1,12.79,12.79,sd,,,,terrestrial,laboratory,,,,,,,,,,,,,Ministry of Agriculture Israel,colony,,0,decimal,31.990278,34.817456,Tribolium castaneum,red flour beetle,,18.0,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Tribolium,castaneum,adult,female,34.0,Celsius,,34.0,Celsius,,,,,,,,,,,0.001869,g,mass,,,,,,,,,,,,,,,,,,supplementary data,Scharf et al. 2015. The effects of temperature and diet during development adulthood and mating on reproduction in the red flour beetle. PLosOne 10:9.,10.1371/journal.pone.0136,,,Paul Huxley,phuxly@gmail.com,fecundity is the product of two days of mating,Interactor1Temp,LocationText,01/01/2015,28,v1
87027,372,,PHX411,fecundity,mean lifetime eggs individual-1,,,16.2,eggs individual-1,4.47,4.47,sem,,,,terrestrial,laboratory,,,,,,,,,,,,,Pelotas Brazil,field,01/01/2016,4,decimal,-31.771944,-52.3425,Drosophila suzukii,Spotted wing drosophila,,17.0,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,suzukii,adult,female,13.0,Celsius,,23.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,table 1,Schlesener et al. 2020. Effect of temperature on reproduction development and phenotypic plasticity of Drosophila suzukii in Brazil. Entomol. Exp. Appl. 168: 817-826.,10.1111/eea.12954,,,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,01/01/2020,28,v1
87038,374,,PHX4117,body size,mean thorax length,,,1.9,mm,0.015,0.015,sem,,,,terrestrial,laboratory,,,,,,,,,,,,,Pelotas Brazil,field,01/01/2016,4,decimal,-31.771944,-52.3425,Drosophila suzukii,Spotted wing drosophila,,17.0,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,suzukii,adult,male,13.0,Celsius,,23.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,table 4,Schlesener et al. 2020. Effect of temperature on reproduction development and phenotypic plasticity of Drosophila suzukii in Brazil. Entomol. Exp. Appl. 168: 817-826.,10.1111/eea.12954,,,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,01/01/2020,18,v1
87146,385,,PHX711,development time,duration of life stage,,,21.1,days,0.51,0.51,sem,,,,terrestrial,laboratory,,,,rearing food type (see notes),the type of food that individuals were reared on,,,,,,,,UFRPE Recife Brazil,colony ,,0,decimal,-8.01,-34.95,Anthonomus grandis,Boll weevil,,,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Anthonomus,grandis,adult,,25.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,table 1,Silva et al. 2015. Interaction of Anthonomus grandis and cotton genotypes: biological and behavioral responses. Entomologia Experimentalis et Applicata 156:3,10.1111/eea.12326,,,Paul Huxley,phuxly@gmail.com,reared on cotton genotype BRS Rubi,Unplottable,,01/01/2015,6,v1
87150,386,,ZG12,development rate,mean duration of life stage,,,0.0,days,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,Queenswood South Africa,colony,,0,decimal,-25.72969,28.25323,Longitarsus bethae,Root-feeding flea beetle,,,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Longitarsus,bethae,juvenile (inc egg stage),,12.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,figure 1,Simelane 2007. Influence of temperature photoperiod and humidity on oviposition and egghatch of the root-feeding flea beetle Longitarsus bethae (Chrysomelidae: Alticinae): A natural enemy of the weedLantana camara (Verbenaceae). Bull Entomol. Res. 97: 111-116,10.1017/S0007485307004713,,,Zach Gajewski,phuxly@gmail.com,trait value set to zero because complete mortality occurred at this temperature,Interactor1Temp,LocationText,01/01/2007,7,v1
87261,391,,ZG19,body size,mean wet mass ,,,18.9,mg,0.6,0.6,se,,,61.0,terrestrial,laboratory,,,,,,,,,,,,,University of the Azores Portugal,colony,,0,decimal,37.745833,-25.663611,Harmonia axyridis,Multi-coloured Asian lady beetle,,61.0,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Harmonia,axyridis,larval,,10.0,Celsius,,22.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,table 1,Soares et al. 2003. Effect of temperature and intraspecific allometry on predation by two phenotypes of Harmonia axyridis Pallas (Coleoptera: Coccinellidae). Environ. Entomol. 32: 939-944,10.1603/0046-225X-32.5.939,"Pawar, S., Huxley, P.J., Smallwood, T.R.C. et al. Variation in temperature of peak trait performance constrains adaptation of arthropod populations to climatic warming. Nat Ecol Evol 8, 500–510 (2024).",10.1038/s41559-023-02301-8,Zach Gajewski,phuxly@gmail.com,aulica phenotype. Coccinellids were fed on a mixed diet of the aphids Aphis fabae Scopoli and Myzus persicae Sulzer and eggs of Ephestia kuehniella Zelle,Interactor1Temp,LocationText,01/01/2003,18,v1
87281,392,,ZG19,consumption rate,mean relative consumption rate,,,10.5,mg of aphids,0.6,0.6,se,,,61.0,terrestrial,laboratory,,,,,,,,,,,,,University of the Azores Portugal,colony,,0,decimal,37.745833,-25.663611,Harmonia axyridis,Multi-coloured Asian lady beetle,,61.0,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Harmonia,axyridis,larval,,10.0,Celsius,,22.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,table 2,Soares et al. 2003. Effect of temperature and intraspecific allometry on predation by two phenotypes of Harmonia axyridis Pallas (Coleoptera: Coccinellidae). Environ. Entomol. 32: 939-944,10.1603/0046-225X-32.5.939,"Pawar, S., Huxley, P.J., Smallwood, T.R.C. et al. Variation in temperature of peak trait performance constrains adaptation of arthropod populations to climatic warming. Nat Ecol Evol 8, 500–510 (2024).",10.1038/s41559-023-02301-8,Zach Gajewski,phuxly@gmail.com,aulica phenotype. Coccinellids were fed on a mixed diet of the aphids Aphis fabae Scopoli and Myzus persicae Sulzer and eggs of Ephestia kuehniella Zelle,Interactor1Temp,LocationText,01/01/2003,-1,v1
87557,410,,ZG211,growth rate,mean daily growth rate (the product of ln pupal weight divided by larval development time),,,0.103,ln(mg day-1),0.001,0.001,se,,,,terrestrial,laboratory,,,,,,,,,,,,,Haerbin City China,field,03/01/2014,3,decimal,45.7576,126.6409,Colaphellus bowringi,Cabbage beetle,,42.0,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Colaphellus,bowringi,pupal,female,16.0,Celsius,,23.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,table S1,Tang et al. 2017. Latitudinal cogradient variation of development time and growth rate and a negative latitudinal body weight cline in a widely distributed cabbage beetle. PLoSONE 12: 1-15.,10.1371/journal.pone.0181030,,,Zach Gajewski,phuxly@gmail.com,,Interactor1Temp,LocationText,01/01/2017,7,v1
87569,411,,ZG2111,body size,mean body weight ,,,12.39,mg,0.14,0.14,se,,,,terrestrial,laboratory,,,,,,,,,,,,,Haerbin City China,field,03/01/2014,3,decimal,45.7576,126.6409,Colaphellus bowringi,Cabbage beetle,,42.0,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Colaphellus,bowringi,adult,female,16.0,Celsius,,23.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,table S1,Tang et al. 2017. Latitudinal cogradient variation of development time and growth rate and a negative latitudinal body weight cline in a widely distributed cabbage beetle. PLoSONE 12: 1-15.,10.1371/journal.pone.0181030,,,Zach Gajewski,phuxly@gmail.com,,Interactor1Temp,LocationText,01/01/2017,18,v1
87593,412,,ZG21111,weight loss,proportionate weight loss in relation to temperature and population,,,5.72,proportion,0.41,0.41,se,,,,terrestrial,laboratory,,,,,,,,,,,,,Haerbin City China,field,03/01/2014,3,decimal,45.7576,126.6409,Colaphellus bowringi,Cabbage beetle,,42.0,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Colaphellus,bowringi,adult,female,16.0,Celsius,,23.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,table S1,Tang et al. 2017. Latitudinal cogradient variation of development time and growth rate and a negative latitudinal body weight cline in a widely distributed cabbage beetle. PLoSONE 12: 1-15.,10.1371/journal.pone.0181030,,,Zach Gajewski,phuxly@gmail.com,,Interactor1Temp,LocationText,01/01/2017,5,v1
87965,413,,PHX16,mortality,time to 50% mortality,,,32.5,days,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,Wenatchee Washington,field,06/01/1973,3,decimal,47.423333,-120.325278,Tetranychus mcdanieli,McDaniel spider mite,,60.0,Animalia,Arthropoda,Insecta,Acari,Tetranychidae,Tetranychus,mcdanieli,adult,female,18.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,table 1,Tanigoshi et al. 1975. Influence of temperature on population increase of Tetranychus mcdanieli (Acarina: Tetranychidae). Ann. Entomol. Soc. Am. 68,10.1093/aesa/68.6.972,"Pawar, S., Huxley, P.J., Smallwood, T.R.C. et al. Variation in temperature of peak trait performance constrains adaptation of arthropod populations to climatic warming. Nat Ecol Evol 8, 500–510 (2024).",10.1038/s41559-023-02301-8,Paul Huxley,phuxly@gmail.com,40-65% RH and 16-h photoperiod,Interactor1Temp,LocationText,01/01/1975,13,v1
87986,416,,PHX16111,development time,mean duration of life cycle,,,61.96,days,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,Wenatchee Washington,field,06/01/1973,3,decimal,47.423333,-120.325278,Tetranychus mcdanieli,McDaniel spider mite,,60.0,Animalia,Arthropoda,Insecta,Acari,Tetranychidae,Tetranychus,mcdanieli,egg-to-egg,,10.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,table 1,Tanigoshi et al. 1975. Influence of temperature on population increase of Tetranychus mcdanieli (Acarina: Tetranychidae). Ann. Entomol. Soc. Am. 68,10.1093/aesa/68.6.972,"Pawar, S., Huxley, P.J., Smallwood, T.R.C. et al. Variation in temperature of peak trait performance constrains adaptation of arthropod populations to climatic warming. Nat Ecol Evol 8, 500–510 (2024).",10.1038/s41559-023-02301-8,Paul Huxley,phuxly@gmail.com,40-65% RH and 16-h photoperiod,Interactor1Temp,LocationText,01/01/1975,6,v1
88030,422,,PHX181111,feeding rate,mean lifetime feeding punctures,,,2.06,feeding punctures individual-1,0.09,0.09,sem,,,,terrestrial,laboratory,,,,,,,,,,,,,Manatee and Collier Florida,,01/01/1999,2,decimal,27.48,-82.36,Anthonomus eugenii,Pepper weevil,,16.0,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Anthonomus,eugenii,adult,,33.0,Celsius,,22.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,table 5,Toapanta et al. 2005. Development and life history of Anthonomus eugenii (Coleoptera: Curculionidae) at constant temperatures. Environ. Entomol. 34,10.1093/ee/34.5.999,,,Paul Huxley,phuxly@gmail.com,reared on Jalapeno peppers. sample population was made up 8 females and 8 males,Unplottable,,01/01/2005,-1,v1
88301,433,,ZG171,body size,mean head width ,,,0.76,mm,0.008,0.008,sd,,,,terrestrial,laboratory,,,,,,,,,,,,,Mie University Central Japan,field,,0,decimal,34.746328,136.522678,Carpophilus marginellus,Sap-feeding beetle,,44.0,Animalia,Arthropoda,Insecta,Coleoptera,Nitidulidae,Carpophilus,marginellus,adult,male,18.0,Celsius,,25.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,table 3,Tsukada et al. 2008. Thermal requirement for development of Carpophilus marginellus (Coleoptera: Nitidulidae): a potential pollinator of cherimoya andatemoya trees (Magnoliales: Annonaceae). Appl. Entomol. Zool. 43: 281-285,10.1303/aez.2008.281,,,Zach Gajewski,phuxly@gmail.com,,Interactor1Temp,LocationText,01/01/2008,18,v1
88353,436,,CL2,EIP (extrinsic incubation period),day sporozoites first detected in salivary glands,,,0.0,days,,,,,,3.0,terrestrial,laboratory,,,,temperature variation,realistic diurnal temperature fluctuation,0.0,Celsius,,,,,,Walter Reed Army Institute of Research Maryland,colony,,0,decimal,39.005,-77.054028,Anopheles stephensi,,,92.0,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,stephensi,adult,female,16.0,Celsius,,27.0,Celsius,,,,,,,,,,,,,,,,,,,Alveolata,Apicomplexa,Aconoidasida,Haemospororida,Plasmodiidae,Plasmodium,falciparum,spz,,,,,table 1,Waite et al 2019. Exploring the lower thermal limits for development of the human malaria parasite Plasmodium falciparum. Biol. Lett. 15: 20190275.,10.1098/rsbl.2019.0275,,,Connor Lachance,phuxly@gmail.com,interactor2 was from Plasmodium falciparum (NF54) parasite cultures were either provided by the Johns Hopkins Malaria Institute Core Facility or from the Centre for Infectious Disease Research,Interactor1Temp,SecondStressorValue,01/01/2019,4,v1
88363,438,,CL21,oocyst prevalence,not stated,,,20.45,percent,,,,,,,terrestrial,laboratory,,,,temperature variation,realistic diurnal temperature fluctuation,0.0,Celsius,,,,,,Walter Reed Army Institute of Research Maryland,colony,,0,decimal,39.005,-77.054028,Anopheles stephensi,,,44.0,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,stephensi,adult,female,18.0,Celsius,,27.0,Celsius,,,,,,,,,,,,,,,,,,,Alveolata,Apicomplexa,Aconoidasida,Haemospororida,Plasmodiidae,Plasmodium,falciparum,oocyst,,,,,table S1,Waite et al 2019. Exploring the lower thermal limits for development of the human malaria parasite Plasmodium falciparum. Biol. Lett. 15: 20190275.,10.1098/rsbl.2019.0275,,,Connor Lachance,phuxly@gmail.com,interactor2 was from Plasmodium falciparum (NF54) parasite cultures were either provided by the Johns Hopkins Malaria Institute Core Facility or from the Centre for Infectious Disease Research.,Interactor1Temp,SecondStressorValue,01/01/2019,-1,v1
88425,439,,CL21111,oocyst intensity,not stated,,,3.33,not stated,,,,,,,terrestrial,laboratory,,,,temperature variation,realistic diurnal temperature fluctuation,0.0,Celsius,,,,,,Walter Reed Army Institute of Research Maryland,colony,,0,decimal,39.005,-77.054028,Anopheles stephensi,,,44.0,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,stephensi,adult,female,18.0,Celsius,,27.0,Celsius,,,,,,,,,,,,,,,,,,,Alveolata,Apicomplexa,Aconoidasida,Haemospororida,Plasmodiidae,Plasmodium,falciparum,oocyst,,,,,table S1,Waite et al 2019. Exploring the lower thermal limits for development of the human malaria parasite Plasmodium falciparum. Biol. Lett. 15: 20190275.,10.1098/rsbl.2019.0275,,,Connor Lachance,phuxly@gmail.com,interactor2 was from Plasmodium falciparum (NF54) parasite cultures were either provided by the Johns Hopkins Malaria Institute Core Facility or from the Centre for Infectious Disease Research.,Interactor1Temp,SecondStressorValue,01/01/2019,-1,v1
88487,440,,CL2111,sporozoite prevalence,not stated,,,0.0,percent,,,,,,,terrestrial,laboratory,,,,temperature variation,realistic diurnal temperature fluctuation,0.0,Celsius,,,,,,Walter Reed Army Institute of Research Maryland,colony,,0,decimal,39.005,-77.054028,Anopheles stephensi,,,20.0,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,stephensi,adult,female,18.0,Celsius,,27.0,Celsius,,,,,,,,,,,,,,,,,,,Alveolata,Apicomplexa,Aconoidasida,Haemospororida,Plasmodiidae,Plasmodium,falciparum,oocyst and spz,,,,,table S1,Waite et al 2019. Exploring the lower thermal limits for development of the human malaria parasite Plasmodium falciparum. Biol. Lett. 15: 20190275.,10.1098/rsbl.2019.0275,,,Connor Lachance,phuxly@gmail.com,interactor2 was from Plasmodium falciparum (NF54) parasite cultures were either provided by the Johns Hopkins Malaria Institute Core Facility or from the Centre for Infectious Disease Research.,Interactor1Temp,SecondStressorValue,01/01/2019,-1,v1
88820,449,,ZG23,copulation duration,mean copulation duration,,,5.8,hours individual-1 lifetime-1,0.2,0.2,se,,,,terrestrial,laboratory,,,,,,,,,,,,,Wuhan City Hubei province China,field,01/01/2011,3,decimal,30.5934,114.3046,Cheilomenes sexmaculata,Six-spotted zigzag ladybird,,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Cheilomenes,sexmaculata,adult,,15.0,Celsius,,25.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,table 3,Wang et al. 2013. Effect of temperature and photoperiod on the development reproduction and predation of the predatory ladybird Cheilomenes sexmaculata (Coleoptera: Coccinellidae). J. Econ. Entomol. 106: 2621-2629,10.1603/EC13095,,,Zach Gajewski,phuxly@gmail.com,reared using the aphid Megoura japonica (Matsumura) as prey,Interactor1Temp,LocationText,01/01/2013,-1,v1
88870,452,,ZG23111,hatchability,mean percentage of eggs hatching ,,,61.2,percent,2.0,2.0,se,,,,terrestrial,laboratory,,,,,,,,,,,,,Wuhan City Hubei province China,field,01/01/2011,3,decimal,30.5934,114.3046,Cheilomenes sexmaculata,Six-spotted zigzag ladybird,,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Cheilomenes,sexmaculata,egg,,15.0,Celsius,,25.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,table 3,Wang et al. 2013. Effect of temperature and photoperiod on the development reproduction and predation of the predatory ladybird Cheilomenes sexmaculata (Coleoptera: Coccinellidae). J. Econ. Entomol. 106: 2621-2629,10.1603/EC13095,,,Zach Gajewski,phuxly@gmail.com,reared using the aphid Megoura japonica (Matsumura) as prey,Interactor1Temp,LocationText,01/01/2013,20,v1
88900,456,,ZG231118,prey consumption,mean number of prey consumed,,,58.13953488,number of individual prey individual-1,3.720930233,3.720930233,se,,,,terrestrial,laboratory,,,,,,,,,,,,,Wuhan City Hubei province China,field,01/01/2011,3,decimal,30.5934,114.3046,Cheilomenes sexmaculata,Six-spotted zigzag ladybird,,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Cheilomenes,sexmaculata,L4,,15.0,Celsius,,25.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,figure 4a,Wang et al. 2013. Effect of temperature and photoperiod on the development reproduction and predation of the predatory ladybird Cheilomenes sexmaculata (Coleoptera: Coccinellidae). J. Econ. Entomol. 106: 2621-2629,10.1603/EC13095,,,Zach Gajewski,phuxly@gmail.com,reared using the aphid Megoura japonica (Matsumura) as prey,Interactor1Temp,LocationText,01/01/2013,-1,v1
89013,468,,ZG2611,fecundity rate,mean number of eggs individual-1 day-1,,,0.0,eggs individual-1 day-1,,,se,,,,terrestrial,laboratory,,,,,,,,,,,,,Anyang Henan Province China,field,05/01/1993,4,decimal,36.099,114.392,Coccinella septempunctata,Seven-spotted lady beetle,,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Coccinella,septempunctata,adult,,15.0,Celsius,,25.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,table 2,Xia et al. 1999. Temperature and prey density on bionomics of Coccinella septempunctata (Coleoptera: Coccinellidae) feeding on Aphis gossypii (Homoptera: Aphididae) on cotton. Environ. Entomol. 28: 307-314.,10.1093/ee/28.2.307,,,Zach Gajewski,phuxly@gmail.com,prey was adult A. gossypii feeding on cotton ,Interactor1Temp,LocationText,01/01/1999,29,v1
89116,476,,PHX11111,mortality rate,mean death rate during life stage,,,0.16,individual-1 day-1,0.01287,0.01287,se,,,,terrestrial,laboratory,,,,,,,,,,,,,Marilia Brazil,field,,0,decimal,-22.213889,-49.945833,Aedes aegypti,Yellow fever mosquito,,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile,,10.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,table 8,Yang et al. 2009. Assessing the effects of temperature on the population of Aedes aegypti the vector of dengue. Epidemiology & Infection 137,10.1017/S0950268809002040,"Pawar, S., Huxley, P.J., Smallwood, T.R.C. et al. Variation in temperature of peak trait performance constrains adaptation of arthropod populations to climatic warming. Nat Ecol Evol 8, 500–510 (2024).",10.1038/s41559-023-02301-8,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,01/01/2009,14,v1
89515,488,,PHX77,metabolic rate,mean CO2 production (VCO2) (RMR: resting metabolic rate),,,13.93,uL h-1,0.86,0.86,se,,,,terrestrial,laboratory,,,,,,,,,,,,,International Atomic Energy Agency Vienna Austria,colony,,0,decimal,48.233889,16.416111,Glossina morsitans centralis,,,14.0,Animalia,Arthropoda,Insecta,Diptera,Glossinidae,Glossina,morsitans centralis,adult,male,20.0,Celsius,,24.0,Celsius,,,,,,,,,,,29.58,mg,mean wet mass,1.66,se,,,,,,,,,,,,,,,,table 1,Terblanche and Chown 2007. The effects of temperature body mass and feeding on metabolic rate in the tsetse fly Glossina morsitans centralis,10.1111/j.1365-3032.2006.00549.x,,,Paul Huxley,phuxly@gmail.com,metabolic rates were sampled at 1 Hz using flow-through respirometry in a darkened temperature-controlled chamber. wet mass was measured at 20 degrees Celcius only. individuals were fed prior to rate measurement,Interactor1Temp,LocationText,01/01/2007,3,v1
89531,489,,PHX333,parasite maturation time,mean duration time from infective feed to mature infection,,,18.0,days,2.09,2.09,se,,,,terrestrial,laboratory,,,,,,,,,,,,,,colony,,0,decimal,,,Glossina morsitans morsitans,,,,Animalia,Arthropoda,Insecta,Diptera,Glossinidae,Glossina,morsitans morsitans,adult,,25.0,Celsius,,25.0,Celsius,,,,,,,,,,,,,,,,,,,Eukaryota,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,Trypanosoma,brucei rhodesiens,,,,,,table 1,Dale et al. 1995. The kinetics of maturation of trypanosome infections in tsetse. Parasitology 111:2,10.1017/S0031182000064933,,,Paul Huxley,phuxly@gmail.com,infected with Trypanosome stock (EATRO 2340) - see interactor2 for more detail,Unplottable,,01/01/1995,-1,v1
89601,498,,PHX551,interlarval period,mean frequency of larval production,,,8.65,days,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,Redcliffe Zimbabwe,field,,0,decimal,-19.033333,29.783333,Glossina pallidipes,,,,Animalia,Arthropoda,Insecta,Diptera,Glossinidae,Glossina,pallidipes,adult,,21.65,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,figure 8,Hargrove 1994. Reproductive rates of tsetse flies in the field in Zimbabwe,10.1111/j.1365-3032.1994.tb01057.x,,,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,01/01/1994,-1,v1
89604,501,,PHX3991,fecundity rate,mean number of offspring per reproductive cycle,,,0.32,offspring individual-1 cycle-1,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,Kampala Uganda,field,01/01/1974,1,decimal,0.313611,32.581111,Glossina pallidipes,,,31.0,Animalia,Arthropoda,Insecta,Diptera,Glossinidae,Glossina,pallidipes,adult,female,22.0,Celsius,,25.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,table 3,Linden 1984. Effect of temperature on the reproduction of Glossina pallidipes with reference to G. m. morsitans. Entomologia Experimentalis et Applicata 36:1,10.1111/j.1570-7458.1984.tb03410.x,,,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,01/01/1984,29,v1
89616,505,,PHX341,survival,probability of survival after exposure to extreme temperatures,,,1.0,probability,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,Mfuwe Zambia,field,01/01/2006,1,decimal,-13.03,31.45,Glossina pallidipes,,,,Animalia,Arthropoda,Insecta,Diptera,Glossinidae,Glossina,pallidipes,adult,,31.99588477,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,figure 2,Terblanche et al. 2008. Thermal tolerance in a south-east African population of the tsetse fly Glossina pallidipes (Diptera Glossinidae): Implications for forecasting climate change impacts. Journal of Insect Physiology 54:1,10.1016/j.jinsphys.2007.08.007,,,Paul Huxley,phuxly@gmail.com,probability after 1hr exposure time to interactor1temp,Interactor1Temp,LocationText,01/01/2008,12,v1
