cluster,trait,genus,family,longitude,latitude,loctype,coordtype,temp
19,development time,Hyalomma,Ixodidae,33.833333,29.5,field,decimal,21
19,development time,Hyalomma,Ixodidae,33.833333,29.5,field,decimal,21
19,development time,Hyalomma,Ixodidae,33.833333,29.5,field,decimal,21
19,feeding period,Hyalomma,Ixodidae,33.833333,29.5,field,decimal,21
19,preoviposition period,Hyalomma,Ixodidae,33.833333,29.5,field,decimal,21
13,longevity,Hyalomma,Ixodidae,35.49548,33.88863,colony,decimal,15
13,preoviposition period,Hyalomma,Ixodidae,35.49548,33.88863,colony,decimal,15
13,ovipositional period,Hyalomma,Ixodidae,35.49548,33.88863,colony,decimal,15
13,fecundity rate,Hyalomma,Ixodidae,35.49548,33.88863,colony,decimal,20
13,peak fecundity,Hyalomma,Ixodidae,35.49548,33.88863,colony,decimal,15
13,body size,Hyalomma,Ixodidae,35.49548,33.88863,colony,decimal,20
-1,survival rate,Hyalomma,Ixodidae,35.162222,31.768056,experiment,decimal,17.5
-1,survival time,Hyalomma,Ixodidae,35.162222,31.768056,experiment,decimal,17.5
12,Pre-Oviposition Period,Hyalomma,Ixodidae,26.53,-33.3,field,NA,26
12,Oviposition Rate,Hyalomma,Ixodidae,26.53,-33.3,field,NA,26
12,Weight,Hyalomma,Ixodidae,26.53,-33.3,field,NA,26
12,Weight,Hyalomma,Ixodidae,26.53,-33.3,field,NA,26
12,Weight,Hyalomma,Ixodidae,26.526667,-33.31,field,NA,26
12,Weight,Hyalomma,Ixodidae,26.526667,-33.31,field,NA,26
12,Weight,Hyalomma,Ixodidae,26.526667,-33.31,field,NA,26
12,Incubation Period,Hyalomma,Ixodidae,26.526667,-33.31,field,NA,NA
12,Molting Period,Hyalomma,Ixodidae,26.526667,-33.31,field,NA,26
12,Feeding Period,Hyalomma,Ixodidae,26.526667,-33.31,field,NA,26
12,Feeding Period of Nymphs (Days),Hyalomma,Ixodidae,26.526667,-33.31,field,NA,26
-1,incubation period,Hyalomma,Ixodidae,51.25,25.5,colony,NA,21
30,feeding period,Hyalomma,Ixodidae,51.25,25.5,colony,NA,21
30,premolting period,Hyalomma,Ixodidae,51.25,25.5,colony,NA,21
30,feeding period,Hyalomma,Ixodidae,51.25,25.5,colony,NA,21
30,premolting period,Hyalomma,Ixodidae,51.25,25.5,colony,NA,21
30,feeding period,Hyalomma,Ixodidae,51.25,25.5,colony,NA,21
30,preoviposition period,Hyalomma,Ixodidae,51.25,25.5,colony,NA,21
30,oviposition period,Hyalomma,Ixodidae,51.25,25.5,colony,NA,21
29,weight,Hyalomma,Ixodidae,51.25,25.5,colony,NA,21
29,weight,Hyalomma,Ixodidae,51.25,25.5,colony,NA,21
29,weight,Hyalomma,Ixodidae,51.25,25.5,colony,NA,21
29,weight loss,Hyalomma,Ixodidae,51.25,25.5,colony,NA,21
29,weight loss,Hyalomma,Ixodidae,51.25,25.5,colony,NA,21
29,weight loss,Hyalomma,Ixodidae,51.25,25.5,colony,NA,21
29,weight loss,Hyalomma,Ixodidae,51.25,25.5,colony,NA,21
29,weight loss,Hyalomma,Ixodidae,51.25,25.5,colony,NA,21
28,weight,Hyalomma,Ixodidae,51.25,25.5,colony,NA,21
28,weight,Hyalomma,Ixodidae,51.25,25.5,colony,NA,21
28,weight,Hyalomma,Ixodidae,51.25,25.5,colony,NA,21
28,weight,Hyalomma,Ixodidae,51.25,25.5,colony,NA,21
29,weight,Hyalomma,Ixodidae,51.25,25.5,colony,NA,21
29,Efficency,Hyalomma,Ixodidae,51.25,25.5,colony,NA,21
28,Weight,Hyalomma,Ixodidae,51.25,25.5,colony,NA,25
28,Weight,Hyalomma,Ixodidae,51.25,25.5,colony,NA,25
28,Weight,Hyalomma,Ixodidae,51.25,25.5,colony,NA,25
-1,egg mass,Hyalomma,Ixodidae,51.25,25.5,colony,NA,21
23,preoviposition period,Hyalomma,Ixodidae,46.27395,24.4714,laboratory,decimal,25
23,incubation period,Hyalomma,Ixodidae,46.27395,24.4714,laboratory,decimal,25
23,hardening period,Hyalomma,Ixodidae,46.27395,24.4714,laboratory,decimal,25
23,feeding period,Hyalomma,Ixodidae,46.27395,24.4714,laboratory,decimal,25
23,moulting period,Hyalomma,Ixodidae,46.27395,24.4714,laboratory,decimal,25
23,engorgement period,Hyalomma,Ixodidae,46.27395,24.4714,laboratory,decimal,25
23,body size,Hyalomma,Ixodidae,46.27395,24.4714,laboratory,decimal,25
23,egg mass,Hyalomma,Ixodidae,46.27395,24.4714,laboratory,decimal,25
23,egg count,Hyalomma,Ixodidae,46.27395,24.4714,laboratory,decimal,25
23,body size,Hyalomma,Ixodidae,46.27395,24.4714,laboratory,decimal,25
23,hatchability,Hyalomma,Ixodidae,46.27395,24.4714,laboratory,decimal,25
23,conversion efficiency,Hyalomma,Ixodidae,46.27395,24.4714,laboratory,decimal,25
23,survival time,Hyalomma,Ixodidae,46.27395,24.4714,laboratory,decimal,25
23,survival time,Hyalomma,Ixodidae,46.27395,24.4714,laboratory,decimal,25
23,survival time,Hyalomma,Ixodidae,46.27395,24.4714,laboratory,decimal,25
23,survival time,Hyalomma,Ixodidae,46.27395,24.4714,laboratory,decimal,25
23,survival time,Hyalomma,Ixodidae,46.27395,24.4714,laboratory,decimal,25
8,survival rate,Hyalomma,Ixodidae,-14.452362,14.497401,collection location of female tick used to produce colony,decimal,NA
8,survival rate,Hyalomma,Ixodidae,-14.452362,14.497401,collection location of female tick used to produce colony,decimal,5
8,survival rate,Hyalomma,Ixodidae,-14.452362,14.497401,collection location of female tick used to produce colony,decimal,5
8,survival rate,Hyalomma,Ixodidae,-14.452362,14.497401,collection location of female tick used to produce colony,decimal,24
8,survival rate,Hyalomma,Ixodidae,-14.452362,14.497401,collection location of female tick used to produce colony,decimal,30
22,percent moult,Hyalomma,Ixodidae,6.8539,34.0084,NA,decimal,25
22,premolting period,Hyalomma,Ixodidae,6.8539,34.0084,NA,decimal,25
22,survival time,Hyalomma,Ixodidae,6.8539,34.0084,NA,decimal,25
22,percent moult,Hyalomma,Ixodidae,6.8539,34.0084,NA,decimal,25
22,engorgement period,Hyalomma,Ixodidae,6.8539,34.0084,NA,decimal,25
22,engorgement period,Hyalomma,Ixodidae,6.8539,34.0084,NA,decimal,25
22,hatchability,Hyalomma,Ixodidae,6.8539,34.0084,NA,decimal,25
5,feeding time,Amblyomma,Ixodidae,-74.4478,40.4862,colony,decimal,21
5,molting period,Amblyomma,Ixodidae,-74.4478,40.4862,colony,decimal,40
5,survival rate,Amblyomma,Ixodidae,-74.4478,40.4862,colony,decimal,4
15,preoviposition period,Amblyomma,Ixodidae,32.680833,15.523889,experiment,decimal,27
15,pre hatching period,Amblyomma,Ixodidae,32.680833,15.523889,experiment,decimal,27
15,hatching period,Amblyomma,Ixodidae,32.680833,15.523889,experiment,decimal,27
15,egg conversion ratio,Amblyomma,Ixodidae,32.680833,15.523889,experiment,decimal,27
15,hatchability,Amblyomma,Ixodidae,32.680833,15.523889,experiment,decimal,27
6,questing,Ixodes,Ixodidae,-2.516667,56.9,field,decimal,6
2,preoviposition,Demacentor,Ixodidae,-64.85,17.702778,experiment,decimal,20
2,oviposition,Demacentor,Ixodidae,-64.85,17.702778,experiment,decimal,20
2,conversion efficiency,Demacentor,Ixodidae,-64.85,17.702778,experiment,decimal,20
2,egg hatch,Demacentor,Ixodidae,-64.85,17.702778,experiment,decimal,20
2,incubation period,Demacentor,Ixodidae,-64.85,17.702778,experiment,decimal,20
6,lipid content,Ixodes,Ixodidae,-1.9,51.3,collection,decimal,18
5,Questing Height,Ixodes,Ixodidae,-74.5425,40.761389,colony,decimal,10
5,Distance Traveled,Ixodes,Ixodidae,-74.5425,40.761389,colony,decimal,10
5,Questing Time,Ixodes,Ixodidae,-74.5425,40.761389,colony,decimal,10
5,Questing Height,Ixodes,Ixodidae,-74.5425,40.761389,colony,decimal,25
5,Mortality Rate,Ixodes,Ixodidae,-74.5425,40.761389,colony,decimal,10
5,Mortality Rate,Ixodes,Ixodidae,-74.5425,40.761389,colony,decimal,25
6,Water loss,Ixodes,Ixodidae,0.125,52.167,experiment,NA,25
6,Weight loss,Ixodes,Ixodidae,0.125,52.167,experiment,NA,25
6,Water loss,Amblyomma,Ixodidae,0.125,52.167,experiment,NA,35
6,Development time,Ixodes,Ixodidae,-1.617176888,53.23555848,experiment,NA,22.5
6,Mortality Rate,Ixodes,Ixodidae,-1.617176888,53.23555848,experiment,NA,22.5
27,Oviposition Period,Rhipicephalus,Ixodidae,133.916667,34.65,Collection,NA,4
27,Pre-Oviposition Period in engorged females,Rhipicephalus,Ixodidae,133.916667,34.65,Collection,NA,4
27,Development Rate (Egg),Rhipicephalus,Ixodidae,133.916667,34.65,Collection,NA,4
27,Development Rate (Larva),Rhipicephalus,Ixodidae,133.916667,34.65,Collection,NA,4
27,Development Rate (Nymph),Rhipicephalus,Ixodidae,133.916667,34.65,Collection,NA,4
11,preoviposition period,Rhipicephalus,Ixodidae,26.526667,-33.31,Field,decimal,15
11,incubation period,Rhipicephalus,Ixodidae,26.526667,-33.31,Field,decimal,15
11,oviposition,Rhipicephalus,Ixodidae,26.526667,-33.31,Field,decimal,26
11,Body Mass,Rhipicephalus,Ixodidae,26.526667,-33.31,Field,decimal,26
11,Egg Mass,Rhipicephalus,Ixodidae,26.526667,-33.31,Field,decimal,26
11,Body Mass,Rhipicephalus,Ixodidae,26.526667,-33.31,Field,decimal,26
11,Body Mass,Rhipicephalus,Ixodidae,26.526667,-33.31,Field,decimal,26
11,Body Mass,Rhipicephalus,Ixodidae,26.526667,-33.31,Field,decimal,26
11,Development Rate,Rhipicephalus,Ixodidae,26.526667,-33.31,Field,decimal,26
11,Development Rate,Rhipicephalus,Ixodidae,26.526667,-33.31,Field,decimal,26
11,Development Rate,Rhipicephalus,Ixodidae,26.526667,-33.31,Field,decimal,26
