order_id,field_1,field_2,field_3,order_string,combination_key,completed,api_prompt_tokens,completed_at
308,family,unit,order,family>unit>order,unit+order+family,TRUE,10734,2026-08-16 14:59:14
309,order,family,unit,order>family>unit,unit+order+family,TRUE,10734,2026-08-16 14:59:17
310,order,unit,family,order>unit>family,unit+order+family,TRUE,10734,2026-08-16 14:59:20
311,unit,family,order,unit>family>order,unit+order+family,TRUE,10734,2026-08-16 14:59:54
312,unit,order,family,unit>order>family,unit+order+family,TRUE,10734,2026-08-16 14:59:57
313,order,phylum,unit,order>phylum>unit,unit+order+phylum,TRUE,10389,2026-08-16 15:00:00
314,order,unit,phylum,order>unit>phylum,unit+order+phylum,TRUE,10389,2026-08-16 15:00:03
315,phylum,order,unit,phylum>order>unit,unit+order+phylum,TRUE,10389,2026-08-16 15:00:06
316,phylum,unit,order,phylum>unit>order,unit+order+phylum,TRUE,10389,2026-08-16 15:00:09
317,unit,order,phylum,unit>order>phylum,unit+order+phylum,TRUE,10389,2026-08-16 15:00:12
318,unit,phylum,order,unit>phylum>order,unit+order+phylum,TRUE,10389,2026-08-16 15:00:14
319,order,stage,unit,order>stage>unit,unit+order+stage,TRUE,8812,2026-08-16 15:00:17
320,order,unit,stage,order>unit>stage,unit+order+stage,TRUE,8812,2026-08-16 15:00:20
321,stage,order,unit,stage>order>unit,unit+order+stage,TRUE,8812,2026-08-16 15:00:23
322,stage,unit,order,stage>unit>order,unit+order+stage,TRUE,8812,2026-08-16 15:00:25
323,unit,order,stage,unit>order>stage,unit+order+stage,TRUE,8812,2026-08-16 15:00:28
324,unit,stage,order,unit>stage>order,unit+order+stage,TRUE,8812,2026-08-16 15:00:31
325,class,stage,unit,class>stage>unit,unit+stage+class,TRUE,8794,2026-08-16 15:00:33
326,class,unit,stage,class>unit>stage,unit+stage+class,TRUE,8794,2026-08-16 15:00:42
327,stage,class,unit,stage>class>unit,unit+stage+class,TRUE,8794,2026-08-16 15:00:46
328,stage,unit,class,stage>unit>class,unit+stage+class,TRUE,8794,2026-08-16 15:00:48
329,unit,class,stage,unit>class>stage,unit+stage+class,TRUE,8794,2026-08-16 15:00:51
330,unit,stage,class,unit>stage>class,unit+stage+class,TRUE,8794,2026-08-16 15:00:54
331,phylum,stage,unit,phylum>stage>unit,unit+stage+phylum,TRUE,9021,2026-08-16 15:00:57
332,phylum,unit,stage,phylum>unit>stage,unit+stage+phylum,TRUE,9021,2026-08-16 15:01:07
333,stage,phylum,unit,stage>phylum>unit,unit+stage+phylum,TRUE,9021,2026-08-16 15:01:10
334,stage,unit,phylum,stage>unit>phylum,unit+stage+phylum,TRUE,9021,2026-08-16 15:01:13
335,unit,phylum,stage,unit>phylum>stage,unit+stage+phylum,TRUE,9021,2026-08-16 15:01:15
336,unit,stage,phylum,unit>stage>phylum,unit+stage+phylum,TRUE,9021,2026-08-16 15:01:20
